info,Samp_ID,samp_mg,Ntime_min,N_resp,N_wght_mg,N_wght_p,ele_N,NC_resp_r,Ctime_min,C_resp,C_wght_mg,C_wght_p,ele_C,CC_resp_r,,,,,
Apple leaves_8_24_2023 5_16_49 PM_083,Apple leaves,3.536,1.858,194.147,0.081,2.28,Nitrogen,0.019,2.956,10451.298,1.668,47.19,Carbon,1,,,,Carbon,1
Apple leaves_8_25_2023 11_39_11 AM_013,Apple leaves,3.557,1.88,192.324,0.079,2.23,Nitrogen,0.018,2.987,10436.852,1.661,46.7,Carbon,1,,,,Carbon,1
Apple leaves_8_25_2023 1_16_02 PM_029,Apple leaves,3.302,1.871,179.314,0.074,2.25,Nitrogen,0.018,2.991,9749.611,1.546,46.83,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_13_2023 10_30_26 AM_007,Atropine,0.561,1.849,67.027,0.027,4.89,Nitrogen,0.025,3.156,2698.977,0.401,71.53,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_13_2023 10_36_27 AM_008,Atropine,1.735,1.849,213.321,0.084,4.82,Nitrogen,0.027,3.022,7966.278,1.225,70.6,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_13_2023 10_42_29 AM_009,Atropine,2.5,1.853,309.401,0.121,4.82,Nitrogen,0.028,2.969,11241.624,1.76,70.42,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_13_2023 10_48_30 AM_010,Atropine,3.361,1.862,420.149,0.163,4.86,Nitrogen,0.028,2.92,14833.249,2.371,70.56,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_13_2023 10_54_31 AM_011,Atropine,4.062,1.867,506.688,0.196,4.84,Nitrogen,0.029,2.88,17636.751,2.867,70.59,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_14_2023 9_14_15 AM_005,Atropine,0.589,1.858,76.247,0.029,4.96,Nitrogen,0.027,3.156,2875.742,0.421,71.45,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_14_2023 9_20_16 AM_006,Atropine,1.565,1.862,198.353,0.076,4.83,Nitrogen,0.027,3.049,7329.267,1.11,70.92,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_14_2023 9_26_17 AM_007,Atropine,2.607,1.867,328.994,0.125,4.8,Nitrogen,0.028,2.978,11809.258,1.834,70.34,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_14_2023 9_32_18 AM_008,Atropine,3.732,1.871,472.631,0.18,4.82,Nitrogen,0.029,2.911,16489.748,2.628,70.42,Carbon,1,,,,Carbon,1
CALIB\Atropine_7_14_2023 9_38_19 AM_009,Atropine,4.388,1.876,561.745,0.214,4.87,Nitrogen,0.029,2.88,19162.331,3.101,70.68,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_9_2023 10_34_23 AM_007,Atropine,0.53,1.88,59.551,0.026,4.9,Nitrogen,0.024,3.169,2525.185,0.378,71.26,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_9_2023 10_40_24 AM_008,Atropine,1.512,1.884,178.723,0.073,4.82,Nitrogen,0.026,3.058,6937.029,1.071,70.83,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_9_2023 10_46_25 AM_009,Atropine,2.392,1.88,288.023,0.116,4.84,Nitrogen,0.027,2.973,10666.353,1.685,70.45,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_9_2023 10_52_58 AM_010,Atropine,3.566,1.884,431.259,0.172,4.83,Nitrogen,0.028,2.907,15409.348,2.509,70.37,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_9_2023 10_58_59 AM_011,Atropine,4.164,1.884,507.158,0.202,4.85,Nitrogen,0.029,2.871,17786.525,2.944,70.69,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_30_56 AM_007,Atropine,0.531,1.871,60.481,0.026,4.89,Nitrogen,0.024,3.156,2536.016,0.38,71.58,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_36_57 AM_008,Atropine,1.359,1.871,159.162,0.065,4.78,Nitrogen,0.026,3.062,6239.299,0.963,70.85,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_42_58 AM_009,Atropine,2.748,1.876,334.68,0.134,4.88,Nitrogen,0.028,2.942,12095.956,1.935,70.41,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_48_59 AM_010,Atropine,3.689,1.876,444.877,0.178,4.82,Nitrogen,0.028,2.889,15860.587,2.598,70.42,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_55_00 AM_011,Atropine,4.313,1.88,523.908,0.209,4.84,Nitrogen,0.029,2.858,18315.627,3.049,70.68,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_30_56 AM_007,Atropine,0.531,1.871,60.481,0.026,4.89,Nitrogen,0.024,3.156,2536.016,0.38,71.58,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_36_57 AM_008,Atropine,1.359,1.871,159.162,0.065,4.78,Nitrogen,0.026,3.062,6239.299,0.963,70.85,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_42_58 AM_009,Atropine,2.748,1.876,334.68,0.134,4.88,Nitrogen,0.028,2.942,12095.956,1.935,70.41,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_48_59 AM_010,Atropine,3.689,1.876,444.877,0.178,4.82,Nitrogen,0.028,2.889,15860.587,2.598,70.42,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_10_2023 10_55_00 AM_011,Atropine,4.313,1.88,523.908,0.209,4.84,Nitrogen,0.029,2.858,18315.627,3.049,70.68,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 10_54_50 AM_007,Atropine,0.519,1.849,57.035,0.026,4.95,Nitrogen,0.023,3.133,2442.963,0.37,71.29,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 11_00_51 AM_008,Atropine,1.24,1.858,143.456,0.06,4.82,Nitrogen,0.025,3.053,5672.334,0.881,71.02,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 11_06_53 AM_009,Atropine,2.229,1.858,261.772,0.106,4.77,Nitrogen,0.027,2.964,9865.527,1.57,70.44,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 11_12_54 AM_010,Atropine,3.547,1.858,425.631,0.171,4.82,Nitrogen,0.028,2.88,15213.639,2.499,70.46,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 11_18_55 AM_011,Atropine,4.143,1.867,502.736,0.201,4.86,Nitrogen,0.029,2.853,17560.975,2.927,70.66,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_11_2023 11_44_11 AM_014,Atropine,2.464,1.862,293.216,0.119,4.82,Nitrogen,0.027,2.951,10829.754,1.733,70.34,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 10_43_08 AM_007,Atropine,0.642,1.853,69.392,0.03,4.63,Nitrogen,0.023,3.129,3022.274,0.456,71.09,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 10_49_09 AM_008,Atropine,1.861,1.862,223.941,0.091,4.88,Nitrogen,0.027,2.996,8401.475,1.315,70.64,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 10_55_10 AM_009,Atropine,2.485,1.862,296.55,0.119,4.81,Nitrogen,0.027,2.956,10996.518,1.748,70.33,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 11_01_11 AM_010,Atropine,3.37,1.862,410.358,0.164,4.88,Nitrogen,0.028,2.893,14612.364,2.375,70.47,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 11_07_13 AM_011,Atropine,4.163,1.867,501.123,0.2,4.81,Nitrogen,0.028,2.862,17715.732,2.938,70.58,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 2_55_24 PM_036,Atropine,0.587,1.849,64.635,0.028,4.74,Nitrogen,0.023,3.133,2785.407,0.42,71.51,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_15_2023 3_01_25 PM_037,Atropine,3.228,1.853,395.014,0.158,4.9,Nitrogen,0.028,2.898,14073.524,2.279,70.62,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_17_2023 10_54_50 AM_006,Atropine,0.483,1.858,50.759,0.024,4.99,Nitrogen,0.022,3.147,2293.681,0.346,71.67,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_17_2023 11_00_51 AM_007,Atropine,1.408,1.858,161.106,0.067,4.77,Nitrogen,0.025,3.036,6392.998,0.992,70.46,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_17_2023 11_06_52 AM_008,Atropine,2.268,1.858,268.818,0.109,4.82,Nitrogen,0.027,2.96,10096.378,1.599,70.52,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_17_2023 11_12_53 AM_009,Atropine,3.459,1.862,420.697,0.169,4.87,Nitrogen,0.028,2.889,14985.222,2.44,70.55,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_17_2023 11_18_54 AM_010,Atropine,4.124,1.862,498.889,0.199,4.83,Nitrogen,0.028,2.849,17596.067,2.911,70.57,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_22_2023 10_36_14 AM_007,Atropine,0.572,1.844,62.729,0.028,4.94,Nitrogen,0.023,3.12,2687.678,0.409,71.51,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_22_2023 10_42_15 AM_008,Atropine,1.54,1.849,177.283,0.074,4.79,Nitrogen,0.026,3.004,6952.012,1.09,70.8,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_22_2023 10_48_17 AM_009,Atropine,2.644,1.849,312.886,0.128,4.83,Nitrogen,0.027,2.916,11560.14,1.861,70.38,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_22_2023 10_54_18 AM_010,Atropine,3.532,1.853,422.968,0.171,4.85,Nitrogen,0.028,2.871,15149.872,2.49,70.49,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_22_2023 11_00_19 AM_011,Atropine,4.515,1.853,541.309,0.218,4.84,Nitrogen,0.029,2.818,18960.27,3.188,70.62,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_23_2023 9_32_24 AM_007,Atropine,,0.695,,1.844,75.338,0.034,,4.88,Nitrogen,0.023,3.111,3266.644,0.496,,71.37,,Carbon,1
CALIB\Atropine_8_23_2023 9_38_25 AM_008,Atropine,,1.525,,1.849,175.667,0.074,,4.83,Nitrogen,0.025,3.009,6926.575,1.078,,70.68,,Carbon,1
CALIB\Atropine_8_23_2023 9_44_27 AM_009,Atropine,,2.918,,1.853,346.118,0.141,,4.83,Nitrogen,0.027,2.911,12741.018,2.053,,70.36,,Carbon,1
CALIB\Atropine_8_23_2023 9_50_28 AM_010,Atropine,,3.767,,1.853,449.056,0.182,,4.83,Nitrogen,0.028,2.862,16137.694,2.657,,70.52,,Carbon,1
CALIB\Atropine_8_23_2023 9_56_29 AM_011,Atropine,,4.149,,1.853,498.77,0.201,,4.86,Nitrogen,0.028,2.844,17632.09,2.931,,70.65,,Carbon,1
CALIB\Atropine_8_24_2023 9_22_40 AM_007,Atropine,0.545,1.836,59.804,0.027,4.96,Nitrogen,0.023,3.12,2567.454,0.39,71.5,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_24_2023 9_28_41 AM_008,Atropine,1.692,1.84,195.675,0.081,4.8,Nitrogen,0.026,2.987,7623.546,1.198,70.79,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_24_2023 9_34_42 AM_009,Atropine,2.777,1.84,328.876,0.134,4.83,Nitrogen,0.027,2.907,12122.889,1.954,70.36,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_24_2023 9_40_43 AM_010,Atropine,3.731,1.84,444.366,0.18,4.83,Nitrogen,0.028,2.849,15953.374,2.63,70.48,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_24_2023 9_46_44 AM_011,Atropine,4.264,1.844,511.746,0.207,4.86,Nitrogen,0.028,2.827,18047.046,3.013,70.66,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_25_2023 11_03_04 AM_007,Atropine,0.568,1.849,62.115,0.028,4.96,Nitrogen,0.023,3.124,2691.692,0.407,71.73,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_25_2023 11_09_05 AM_008,Atropine,1.289,1.849,148.556,0.062,4.82,Nitrogen,0.025,3.044,5927.983,0.921,71.47,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_25_2023 11_15_06 AM_009,Atropine,2.244,1.853,264.666,0.108,4.8,Nitrogen,0.027,2.956,9940.899,1.578,70.33,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_25_2023 11_21_08 AM_010,Atropine,3.229,1.853,389.441,0.157,4.85,Nitrogen,0.028,2.893,14010.709,2.269,70.27,Carbon,1,,,,Carbon,1
CALIB\Atropine_8_25_2023 11_27_09 AM_011,Atropine,4.644,1.853,563.683,0.225,4.84,Nitrogen,0.029,2.822,19698.936,3.282,70.67,Carbon,1,,,,Carbon,1
B1-LEAF_8_24_2023 4_04_35 PM_071,B1-LEAF,2.963,1.827,374.864,0.153,5.15,Nitrogen,0.055,2.991,6863.1,1.074,36.23,Carbon,1,,,,Carbon,1
B18A_8_24_2023 4_34_42 PM_076,B18A,2.869,1.84,288.601,0.118,4.12,Nitrogen,0.038,2.982,7549.295,1.186,41.32,Carbon,1,,,,Carbon,1
B18B1_8_24_2023 4_28_40 PM_075,B18B1,3.087,1.84,167.541,0.07,2.27,Nitrogen,0.022,2.973,7785.402,1.224,39.66,Carbon,1,,,,Carbon,1
CALIB\Blank_7_13_2023 10_18_24 AM_005,Blank,0,,,,,,,3.231,7.018,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_7_13_2023 10_24_25 AM_006,Blank,0,,,,,,,3.209,6.676,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_7_13_2023 11_00_32 AM_012,Blank,0,,,,,,,3.227,6.732,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_7_14_2023 9_02_13 AM_003,Blank,0,,,,,,,3.249,12.179,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_7_14_2023 9_08_14 AM_004,Blank,0,,,,,,,3.253,17.132,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_7_14_2023 9_44_20 AM_010,Blank,0,,,,,,,3.244,30.422,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_8_9_2023 10_22_20 AM_005,Blank,0.53,,,,,,,3.236,12.368,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_8_9_2023 10_28_21 AM_006,Blank,1.512,,,,,,,3.244,7.13,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_8_9_2023 11_05_00 AM_012,Blank,3.498,,,,,,,3.24,7.169,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_8_10_2023 10_18_53 AM_005,Blank,0,,,,,,,3.222,8.512,N/A,N/A,Carbon,1,,,,Carbon,1
CALIB\Blank_8_10_2023 10_24_55 AM_006,Blank,0,,,,,,,3.231,6.319,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_10_2023 11_01_01 AM_012,Blank,0,,,,,,,3.227,8.967,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_10_2023 10_18_53 AM_005,Blank,0,,,,,,,3.222,8.512,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_10_2023 10_24_55 AM_006,Blank,0,,,,,,,3.231,6.319,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_10_2023 11_01_01 AM_012,Blank,0,,,,,,,3.227,8.967,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_11_2023 10_42_48 AM_005,Blank,0,,,,,,,3.213,11.362,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_11_2023 10_48_49 AM_006,Blank,0,,,,,,,3.204,7.743,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_11_2023 11_24_56 AM_012,Blank,0,,,,,,,3.196,7.093,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_15_2023 10_31_06 AM_005,Blank,0,,,,,,,3.213,8.452,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_15_2023 10_37_07 AM_006,Blank,0,,,,,,,3.24,6.723,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_15_2023 11_13_14 AM_012,Blank,0,,,,,,,3.209,8.623,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_17_2023 10_42_47 AM_004,Blank,0,,,,,,,3.222,9.727,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_17_2023 10_48_48 AM_005,Blank,0,,,,,,,3.209,7.361,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_17_2023 11_24_55 AM_011,Blank,0,,,,,,,3.218,7.069,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_22_2023 10_24_12 AM_005,Blank,0,,,,,,,3.191,8.295,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_22_2023 10_30_13 AM_006,Blank,0,,,,,,,3.169,7.129,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_22_2023 11_06_20 AM_012,Blank,0,,,,,,,3.178,10.629,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_23_2023 9_20_22 AM_005,Blank,,0,,,,,,,,,3.213,7.823,N/A,,N/A,,,
CALIB\Blank_8_23_2023 9_26_23 AM_006,Blank,,0,,,,,,,,,3.222,6.242,N/A,,N/A,,,
CALIB\Blank_8_23_2023 10_02_30 AM_012,Blank,,0,,,,,,,,,3.204,6.524,N/A,,N/A,,,
CALIB\Blank_8_24_2023 9_10_38 AM_005,Blank,0,,,,,,,3.151,8.089,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_24_2023 9_16_39 AM_006,Blank,0,,,,,,,3.227,6.815,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_24_2023 9_52_46 AM_012,Blank,0,,,,,,,3.16,8.307,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_25_2023 10_51_02 AM_005,Blank,0,,,,,,,3.2,9.174,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_25_2023 10_57_03 AM_006,Blank,0,,,,,,,3.222,8.201,N/A,N/A,Carbon,1,,,,,
CALIB\Blank_8_25_2023 11_33_10 AM_012,Blank,0,,,,,,,3.196,7.644,N/A,N/A,Carbon,1,,,,,
Bypass_7_13_2023 9_54_20 AM_001,Bypass,0,2.018,355.232,0.138,24.03,Nitrogen,0.121,3.164,2933.353,0.437,75.97,Carbon,1,,,,,
Bypass_7_13_2023 10_00_21 AM_002,Bypass,0,1.862,103.897,0.042,6.49,Nitrogen,0.026,3.124,3991.493,0.599,93.51,Carbon,1,,,,,
Bypass_7_13_2023 10_06_22 AM_003,Bypass,0,1.858,80.117,0.032,6.52,Nitrogen,0.026,3.138,3118.67,0.465,93.48,Carbon,1,,,,,
Bypass_7_13_2023 10_12_23 AM_004,Bypass,0,1.862,246.585,0.096,6.44,Nitrogen,0.027,3.009,9058.756,1.401,93.56,Carbon,1,,,,,
Bypass_7_14_2023 8_50_11 AM_001,Bypass,0,2.009,376.946,0.143,17.82,Nitrogen,0.085,3.129,4453.51,0.662,82.18,Carbon,1,,,,,
Bypass_7_14_2023 8_56_12 AM_002,Bypass,0,1.867,218.602,0.083,6.33,Nitrogen,0.027,3.04,8102.997,1.233,93.67,Carbon,1,,,,,
Bypass_8_9_2023 9_58_16 AM_001,Bypass,0,2.031,86.934,0.037,100,Nitrogen,???,,,,,,,,,,,
Bypass_8_9_2023 10_10_18 AM_003,Bypass,0,1.889,76.182,0.033,6.12,Nitrogen,0.023,3.151,3308.723,0.498,93.88,Carbon,1,,,,,
Bypass_8_9_2023 10_16_19 AM_004,Bypass,0,1.884,192.443,0.078,6.45,Nitrogen,0.026,3.04,7325.46,1.134,93.55,Carbon,1,,,,,
Bypass_8_10_2023 9_54_49 AM_001,Bypass,0,1.924,299.482,0.12,8.54,Nitrogen,0.036,3.031,8243.314,1.288,91.46,Carbon,1,,,,,
Bypass_8_10_2023 10_00_50 AM_002,Bypass,0,1.889,286.182,0.115,6.37,Nitrogen,0.027,2.973,10667.77,1.692,93.63,Carbon,1,,,,,
Bypass_8_10_2023 10_06_51 AM_003,Bypass,0,1.876,94.059,0.039,6.33,Nitrogen,0.025,3.12,3825.941,0.581,93.67,Carbon,1,,,,,
Bypass_8_10_2023 10_12_53 AM_004,Bypass,0,1.876,156.011,0.064,6.36,Nitrogen,0.026,3.062,6083.767,0.938,93.64,Carbon,1,,,,,
Bypass_8_10_2023 9_54_49 AM_001,Bypass,0,1.924,299.482,0.12,8.54,Nitrogen,0.036,3.031,8243.314,1.288,91.46,Carbon,1,,,,,
Bypass_8_10_2023 10_00_50 AM_002,Bypass,0,1.889,286.182,0.115,6.37,Nitrogen,0.027,2.973,10667.77,1.692,93.63,Carbon,1,,,,,
Bypass_8_10_2023 10_06_51 AM_003,Bypass,0,1.876,94.059,0.039,6.33,Nitrogen,0.025,3.12,3825.941,0.581,93.67,Carbon,1,,,,,
Bypass_8_10_2023 10_12_53 AM_004,Bypass,0,1.876,156.011,0.064,6.36,Nitrogen,0.026,3.062,6083.767,0.938,93.64,Carbon,1,,,,,
Bypass_8_11_2023 10_18_44 AM_001,Bypass,0,1.907,177.421,0.073,8.78,Nitrogen,0.036,3.08,4916.391,0.76,91.22,Carbon,1,,,,,
Bypass_8_11_2023 10_24_45 AM_002,Bypass,0,1.867,146.104,0.061,6.37,Nitrogen,0.025,3.049,5749.686,0.893,93.63,Carbon,1,,,,,
Bypass_8_11_2023 10_30_46 AM_003,Bypass,0,1.853,60.393,0.027,6.45,Nitrogen,0.023,3.124,2579.395,0.391,93.55,Carbon,1,,,,,
Bypass_8_11_2023 10_36_47 AM_004,Bypass,0,1.858,195.616,0.08,6.34,Nitrogen,0.026,3.004,7551.375,1.186,93.66,Carbon,1,,,,,
Bypass_8_15_2023 10_07_02 AM_001,Bypass,0,2.009,818.05,0.325,25.74,Nitrogen,0.135,3.067,6082.074,0.938,74.26,Carbon,1,,,,,
Bypass_8_15_2023 10_13_03 AM_002,Bypass,0,1.876,131.771,0.054,6.31,Nitrogen,0.025,3.08,5256.387,0.807,93.69,Carbon,1,,,,,
Bypass_8_15_2023 10_19_04 AM_003,Bypass,0,1.858,97.181,0.041,6.25,Nitrogen,0.024,3.102,4008.149,0.61,93.75,Carbon,1,,,,,
Bypass_8_15_2023 10_25_05 AM_004,Bypass,0,1.862,116.79,0.048,6.24,Nitrogen,0.025,3.084,4755.025,0.727,93.76,Carbon,1,,,,,
Bypass_8_17_2023 10_30_45 AM_002,Bypass,0,1.862,106.491,0.046,6.34,Nitrogen,0.024,3.089,4417.291,0.678,93.66,Carbon,1,,,,,
Bypass_8_17_2023 10_36_46 AM_003,Bypass,0,1.862,85.288,0.038,6.43,Nitrogen,0.024,3.116,3587.252,0.547,93.57,Carbon,1,,,,,
Bypass_8_22_2023 10_00_07 AM_001,Bypass,0,1.982,798.45,0.321,23.73,Nitrogen,0.121,3.031,6584.914,1.03,76.27,Carbon,1,,,,,
Bypass_8_22_2023 10_06_09 AM_002,Bypass,0,1.858,126.211,0.053,6.37,Nitrogen,0.025,3.053,5068.458,0.786,93.63,Carbon,1,,,,,
Bypass_8_22_2023 10_12_10 AM_003,Bypass,0,1.858,147.051,0.062,6.38,Nitrogen,0.025,3.036,5820.751,0.907,93.62,Carbon,1,,,,,
Bypass_8_22_2023 10_18_11 AM_004,Bypass,0,1.853,191.815,0.08,6.43,Nitrogen,0.026,2.996,7367.533,1.158,93.57,Carbon,1,,,,,
Bypass_8_23_2023 9_02_19 AM_002,Bypass,,0,,1.876,148.083,0.063,,6.41,Nitrogen,0.025,3.053,5917.569,0.915,,93.59,,,
Bypass_8_23_2023 9_08_20 AM_003,Bypass,,0,,1.858,171.064,0.072,,6.48,Nitrogen,0.026,3.018,6666.992,1.036,,93.52,,,
Bypass_8_23_2023 9_14_21 AM_004,Bypass,,0,,1.853,119.688,0.051,,6.41,Nitrogen,0.024,3.062,4893.542,0.752,,93.59,,,
Bypass_8_24_2023 8_46_34 AM_001,Bypass,0,1.88,237.106,0.098,7.53,Nitrogen,0.031,3,7636.076,1.2,92.47,Carbon,1,,,,,
Bypass_8_24_2023 8_52_35 AM_002,Bypass,0,1.858,102.93,0.044,6.38,Nitrogen,0.024,3.076,4216.018,0.649,93.62,Carbon,1,,,,,
Bypass_8_24_2023 8_58_36 AM_003,Bypass,0,1.849,140.2,0.059,6.38,Nitrogen,0.025,3.036,5578.257,0.866,93.62,Carbon,1,,,,,
Bypass_8_24_2023 9_04_37 AM_004,Bypass,0,1.844,147.14,0.062,6.36,Nitrogen,0.025,3.027,5851.353,0.91,93.64,Carbon,1,,,,,
Bypass_8_25_2023 10_32_59 AM_002,Bypass,0,1.876,158.937,0.066,6.3,Nitrogen,0.025,3.044,6318.086,0.984,93.7,Carbon,1,,,,,
Bypass_8_25_2023 10_39_00 AM_003,Bypass,0,1.867,182.315,0.075,6.34,Nitrogen,0.026,3.013,7116.249,1.113,93.66,Carbon,1,,,,,
Bypass_8_25_2023 10_45_01 AM_004,Bypass,0,1.862,242.375,0.099,6.48,Nitrogen,0.027,2.973,9026.147,1.426,93.52,Carbon,1,,,,,
no capsule_8_17_2023 10_24_44 AM_001,no capsule,0,2,292.86,0.119,100,Nitrogen,???,,,,,,,,,,,
no capsule_8_23_2023 8_56_18 AM_001,no capsule,,0,,2.004,26.134,0.014,,100,Nitrogen,9.147,3.573,2.857,N/A,,N/A,,,
CALIB\no capsule_8_25_2023 10_26_58 AM_001,no capsule,0,2.004,49.035,0.023,100,Nitrogen,5.613,3.68,8.737,N/A,N/A,Carbon,1,,,,,
Oregano 1_8_9_2023 11_53_12 AM_016,Oregano 1,4.044,1.889,231.999,0.094,2.32,Nitrogen,0.023,2.991,10156.324,1.599,39.55,Carbon,1,,,,,
Oregano 2_8_9_2023 11_59_13 AM_017,Oregano 2,4.322,1.884,237.23,0.096,2.22,Nitrogen,0.022,2.978,10878.881,1.721,39.82,Carbon,1,,,,,
Oregano 3_8_9_2023 12_05_14 PM_018,Oregano 3,3.956,1.88,252.843,0.102,2.58,Nitrogen,0.025,2.987,10041.261,1.58,39.94,Carbon,1,,,,,
Oregano 4_8_9_2023 12_11_15 PM_019,Oregano 4,4.19,1.88,267.966,0.108,2.58,Nitrogen,0.025,2.978,10548.801,1.665,39.74,Carbon,1,,,,,
Oregano 5_8_9_2023 12_17_16 PM_020,Oregano 5,4.425,1.88,237.591,0.096,2.17,Nitrogen,0.021,2.96,11507.537,1.828,41.3,Carbon,1,,,,,
Oregano 6_8_9_2023 12_23_17 PM_021,Oregano 6,3.748,1.884,247.832,0.1,2.67,Nitrogen,0.026,3,9690.762,1.522,40.6,Carbon,1,,,,,
Oregano 7_8_9_2023 12_29_18 PM_022,Oregano 7,3.782,1.884,193.107,0.078,2.08,Nitrogen,0.02,3,9436.078,1.479,39.12,Carbon,1,,,,,
P31_8_24_2023 4_16_37 PM_073,P31,3.077,1.827,226,0.093,3.03,Nitrogen,0.027,2.96,8249.644,1.301,42.27,Carbon,1,,,,,
R13-LEAF_8_24_2023 4_10_36 PM_072,R13-LEAF,2.918,1.822,172.136,0.072,2.46,Nitrogen,0.022,2.96,7909.991,1.245,42.66,Carbon,1,,,,,
R18_8_24_2023 4_22_39 PM_074,R18,3.121,1.84,150.763,0.063,2.03,Nitrogen,0.018,2.969,8503.953,1.343,43.02,Carbon,1,,,,,
R36_8_24_2023 3_46_32 PM_068,R36,2.831,1.844,125.326,0.053,1.88,Nitrogen,0.017,2.991,7373.26,1.157,40.86,Carbon,1,,,,,
